Attaching to elastic-apm, elasticsearch, kibana, logstash, otel-collector, telemetry-setup-1
telemetry-setup-1  | Setting file permissions
kibana             | [2023-08-28T18:34:28.762+00:00][INFO ][plugins-service] Plugin "serverlessObservability" is disabled.
kibana             | [2023-08-28T18:34:28.762+00:00][INFO ][plugins-service] Plugin "serverlessSearch" is disabled.
kibana             | [2023-08-28T18:34:28.763+00:00][INFO ][plugins-service] Plugin "serverlessSecurity" is disabled.
kibana             | [2023-08-28T18:34:28.871+00:00][INFO ][http.server.Preboot] http server running at http://0.0.0.0:5601
kibana             | [2023-08-28T18:34:28.971+00:00][INFO ][plugins-system.preboot] Setting up [1] plugins: [interactiveSetup]
kibana             | [2023-08-28T18:34:28.995+00:00][WARN ][config.deprecation] The default mechanism for Reporting privileges will work differently in future versions, which will affect the behavior of this cluster. Set "xpack.reporting.roles.enabled" to "false" to adopt the future behavior before upgrading.
kibana             | [2023-08-28T18:34:29.763+00:00][INFO ][plugins-system.standard] Setting up [137] plugins: [usageCollection,telemetryCollectionManager,telemetryCollectionXpack,taskManager,kibanaUsageCollection,cloud,translations,share,screenshotMode,newsfeed,savedObjectsFinder,monitoringCollection,licensing,mapsEms,globalSearch,globalSearchProviders,features,guidedOnboarding,banners,licenseApiGuard,customBranding,ftrApis,fieldFormats,expressions,screenshotting,charts,esUiShared,customIntegrations,contentManagement,dataViews,home,searchprofiler,painlessLab,management,cloudDataMigration,advancedSettings,spaces,security,telemetry,licenseManagement,snapshotRestore,lists,files,encryptedSavedObjects,eventLog,actions,notifications,grokdebugger,console,bfetch,data,watcher,savedSearch,savedObjectsTagging,savedObjectsManagement,unifiedSearch,graph,embeddable,uiActionsEnhanced,presentationUtil,expressionShape,expressionRevealImage,expressionRepeatImage,expressionMetric,expressionImage,controls,fileUpload,ingestPipelines,ecsDataQualityDashboard,dataViewFieldEditor,visualizations,visTypeXy,visTypeVislib,visTypeVega,visTypeTimeseries,visTypeTimelion,visTypeTagcloud,visTypeTable,visTypeMetric,visTypeMarkdown,visTypeHeatmap,inputControlVis,expressionTagcloud,expressionPartitionVis,visTypePie,expressionMetricVis,expressionLegacyMetricVis,expressionHeatmap,expressionGauge,visTypeGauge,eventAnnotation,expressionXY,dashboard,lens,maps,aiops,dashboardEnhanced,dataViewManagement,alerting,triggersActionsUi,transform,stackConnectors,stackAlerts,ruleRegistry,cases,timelines,sessionView,kubernetesSecurity,threatIntelligence,discover,reporting,reportingExportTypes,canvas,fleet,osquery,indexManagement,rollup,remoteClusters,crossClusterReplication,indexLifecycleManagement,cloudSecurityPosture,cloudDefend,observability,observabilityOnboarding,discoverEnhanced,dataVisualizer,ml,synthetics,securitySolution,essSecurity,infra,upgradeAssistant,monitoring,logstash,enterpriseSearch,apm,assetManager]
kibana             | [2023-08-28T18:34:29.768+00:00][INFO ][plugins.taskManager] TaskManager is identified by the Kibana UUID: d24b0c82-a158-48e0-a1a7-8887c9779101
kibana             | [2023-08-28T18:34:29.795+00:00][INFO ][custom-branding-service] CustomBrandingService registering plugin: customBranding
kibana             | [2023-08-28T18:34:29.853+00:00][WARN ][plugins.security.config] Generating a random key for xpack.security.encryptionKey. To prevent sessions from being invalidated on restart, please set xpack.security.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
kibana             | [2023-08-28T18:34:29.854+00:00][WARN ][plugins.security.config] Session cookies will be transmitted over insecure connections. This is not recommended.
kibana             | [2023-08-28T18:34:29.878+00:00][WARN ][plugins.security.config] Generating a random key for xpack.security.encryptionKey. To prevent sessions from being invalidated on restart, please set xpack.security.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
kibana             | [2023-08-28T18:34:29.878+00:00][WARN ][plugins.security.config] Session cookies will be transmitted over insecure connections. This is not recommended.
kibana             | [2023-08-28T18:34:29.891+00:00][WARN ][plugins.encryptedSavedObjects] Saved objects encryption key is not set. This will severely limit Kibana functionality. Please set xpack.encryptedSavedObjects.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
kibana             | [2023-08-28T18:34:29.895+00:00][WARN ][plugins.actions] APIs are disabled because the Encrypted Saved Objects plugin is missing encryption key. Please set xpack.encryptedSavedObjects.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
kibana             | [2023-08-28T18:34:29.898+00:00][INFO ][plugins.notifications] Email Service Error: Email connector not specified.
kibana             | [2023-08-28T18:34:30.138+00:00][WARN ][plugins.alerting] APIs are disabled because the Encrypted Saved Objects plugin is missing encryption key. Please set xpack.encryptedSavedObjects.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
kibana             | [2023-08-28T18:34:30.193+00:00][WARN ][plugins.reporting.config] Generating a random key for xpack.reporting.encryptionKey. To prevent sessions from being invalidated on restart, please set xpack.reporting.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
kibana             | [2023-08-28T18:34:30.194+00:00][WARN ][plugins.reporting.config] Found 'server.host: "0.0.0.0"' in Kibana configuration. Reporting is not able to use this as the Kibana server hostname. To enable PNG/PDF Reporting to work, 'xpack.reporting.kibanaServer.hostname: localhost' is automatically set in the configuration. You can prevent this message by adding 'xpack.reporting.kibanaServer.hostname: localhost' in kibana.yml.
kibana             | [2023-08-28T18:34:30.254+00:00][INFO ][plugins.cloudSecurityPosture] Registered task successfully [Task: cloud_security_posture-stats_task]
kibana             | [2023-08-28T18:34:30.261+00:00][INFO ][plugins.alerting] Registering resources for context "observability.slo".
kibana             | [2023-08-28T18:34:30.296+00:00][INFO ][plugins.alerting] Registering resources for context "observability.uptime".
kibana             | [2023-08-28T18:34:30.318+00:00][INFO ][plugins.alerting] Registering resources for context "security".
kibana             | [2023-08-28T18:34:30.350+00:00][INFO ][plugins.alerting] Registering resources for context "observability.logs".
kibana             | [2023-08-28T18:34:30.352+00:00][INFO ][plugins.alerting] Registering resources for context "observability.metrics".
kibana             | [2023-08-28T18:34:30.438+00:00][INFO ][plugins.alerting] Registering resources for context "observability.apm".
kibana             | [2023-08-28T18:34:30.442+00:00][INFO ][plugins.assetManager] Asset manager plugin [tech preview] is NOT enabled
kibana             | [2023-08-28T18:34:30.568+00:00][INFO ][plugins.screenshotting.config] Chromium sandbox provides an additional layer of protection, and is supported for Linux Ubuntu 20.04 OS. Automatically enabling Chromium sandbox.
kibana             | [2023-08-28T18:34:30.919+00:00][INFO ][savedobjects-service] Waiting until all Elasticsearch nodes are compatible with Kibana before starting saved objects migrations...
kibana             | [2023-08-28T18:34:30.919+00:00][INFO ][savedobjects-service] Starting saved objects migrations
kibana             | [2023-08-28T18:34:30.969+00:00][INFO ][savedobjects-service] [.kibana_task_manager] INIT -> WAIT_FOR_YELLOW_SOURCE. took: 28ms.
kibana             | [2023-08-28T18:34:30.973+00:00][INFO ][savedobjects-service] [.kibana] INIT -> WAIT_FOR_YELLOW_SOURCE. took: 35ms.
kibana             | [2023-08-28T18:34:30.977+00:00][INFO ][savedobjects-service] [.kibana_analytics] INIT -> WAIT_FOR_YELLOW_SOURCE. took: 34ms.
kibana             | [2023-08-28T18:34:30.979+00:00][INFO ][savedobjects-service] [.kibana_security_solution] INIT -> WAIT_FOR_YELLOW_SOURCE. took: 34ms.
kibana             | [2023-08-28T18:34:30.981+00:00][INFO ][savedobjects-service] [.kibana] WAIT_FOR_YELLOW_SOURCE -> UPDATE_SOURCE_MAPPINGS_PROPERTIES. took: 8ms.
kibana             | [2023-08-28T18:34:30.982+00:00][INFO ][savedobjects-service] [.kibana] UPDATE_SOURCE_MAPPINGS_PROPERTIES -> OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT. took: 1ms.
kibana             | [2023-08-28T18:34:30.983+00:00][INFO ][savedobjects-service] [.kibana_task_manager] WAIT_FOR_YELLOW_SOURCE -> UPDATE_SOURCE_MAPPINGS_PROPERTIES. took: 14ms.
kibana             | [2023-08-28T18:34:30.983+00:00][INFO ][savedobjects-service] [.kibana_task_manager] UPDATE_SOURCE_MAPPINGS_PROPERTIES -> OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT. took: 0ms.
kibana             | [2023-08-28T18:34:31.011+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] INIT -> WAIT_FOR_YELLOW_SOURCE. took: 63ms.
kibana             | [2023-08-28T18:34:31.014+00:00][INFO ][savedobjects-service] [.kibana_ingest] INIT -> WAIT_FOR_YELLOW_SOURCE. took: 64ms.
kibana             | [2023-08-28T18:34:31.015+00:00][INFO ][savedobjects-service] [.kibana_analytics] WAIT_FOR_YELLOW_SOURCE -> UPDATE_SOURCE_MAPPINGS_PROPERTIES. took: 38ms.
kibana             | [2023-08-28T18:34:31.016+00:00][INFO ][savedobjects-service] [.kibana_analytics] UPDATE_SOURCE_MAPPINGS_PROPERTIES -> OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT. took: 1ms.
kibana             | [2023-08-28T18:34:31.017+00:00][INFO ][savedobjects-service] [.kibana_security_solution] WAIT_FOR_YELLOW_SOURCE -> UPDATE_SOURCE_MAPPINGS_PROPERTIES. took: 38ms.
kibana             | [2023-08-28T18:34:31.018+00:00][INFO ][savedobjects-service] [.kibana_security_solution] UPDATE_SOURCE_MAPPINGS_PROPERTIES -> OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT. took: 1ms.
kibana             | [2023-08-28T18:34:31.019+00:00][INFO ][savedobjects-service] [.kibana_ingest] WAIT_FOR_YELLOW_SOURCE -> UPDATE_SOURCE_MAPPINGS_PROPERTIES. took: 5ms.
kibana             | [2023-08-28T18:34:31.020+00:00][INFO ][savedobjects-service] [.kibana_ingest] UPDATE_SOURCE_MAPPINGS_PROPERTIES -> OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT. took: 1ms.
kibana             | [2023-08-28T18:34:31.021+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] WAIT_FOR_YELLOW_SOURCE -> UPDATE_SOURCE_MAPPINGS_PROPERTIES. took: 10ms.
kibana             | [2023-08-28T18:34:31.022+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] UPDATE_SOURCE_MAPPINGS_PROPERTIES -> OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT. took: 1ms.
kibana             | [2023-08-28T18:34:31.064+00:00][INFO ][savedobjects-service] [.kibana] OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT -> OUTDATED_DOCUMENTS_SEARCH_READ. took: 82ms.
kibana             | [2023-08-28T18:34:31.067+00:00][INFO ][savedobjects-service] [.kibana_ingest] OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT -> OUTDATED_DOCUMENTS_SEARCH_READ. took: 47ms.
kibana             | [2023-08-28T18:34:31.070+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT -> OUTDATED_DOCUMENTS_SEARCH_READ. took: 48ms.
kibana             | [2023-08-28T18:34:31.072+00:00][INFO ][savedobjects-service] [.kibana_analytics] OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT -> OUTDATED_DOCUMENTS_SEARCH_READ. took: 56ms.
kibana             | [2023-08-28T18:34:31.074+00:00][INFO ][savedobjects-service] [.kibana_task_manager] OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT -> OUTDATED_DOCUMENTS_SEARCH_READ. took: 91ms.
kibana             | [2023-08-28T18:34:31.076+00:00][INFO ][savedobjects-service] [.kibana_security_solution] OUTDATED_DOCUMENTS_SEARCH_OPEN_PIT -> OUTDATED_DOCUMENTS_SEARCH_READ. took: 58ms.
kibana             | [2023-08-28T18:34:31.135+00:00][INFO ][savedobjects-service] [.kibana_security_solution] OUTDATED_DOCUMENTS_SEARCH_READ -> OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT. took: 59ms.
kibana             | [2023-08-28T18:34:31.137+00:00][INFO ][savedobjects-service] [.kibana_task_manager] OUTDATED_DOCUMENTS_SEARCH_READ -> OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT. took: 63ms.
kibana             | [2023-08-28T18:34:31.139+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] OUTDATED_DOCUMENTS_SEARCH_READ -> OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT. took: 69ms.
kibana             | [2023-08-28T18:34:31.141+00:00][INFO ][savedobjects-service] [.kibana_ingest] OUTDATED_DOCUMENTS_SEARCH_READ -> OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT. took: 74ms.
kibana             | [2023-08-28T18:34:31.143+00:00][INFO ][savedobjects-service] [.kibana_security_solution] OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT -> CHECK_TARGET_MAPPINGS. took: 8ms.
kibana             | [2023-08-28T18:34:31.145+00:00][INFO ][savedobjects-service] [.kibana_security_solution] CHECK_TARGET_MAPPINGS -> CHECK_VERSION_INDEX_READY_ACTIONS. took: 2ms.
kibana             | [2023-08-28T18:34:31.145+00:00][INFO ][savedobjects-service] [.kibana_security_solution] CHECK_VERSION_INDEX_READY_ACTIONS -> DONE. took: 0ms.
kibana             | [2023-08-28T18:34:31.145+00:00][INFO ][savedobjects-service] [.kibana_security_solution] Migration completed after 200ms
kibana             | [2023-08-28T18:34:31.146+00:00][INFO ][savedobjects-service] [.kibana_task_manager] OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT -> CHECK_TARGET_MAPPINGS. took: 9ms.
kibana             | [2023-08-28T18:34:31.147+00:00][INFO ][savedobjects-service] [.kibana_task_manager] CHECK_TARGET_MAPPINGS -> CHECK_VERSION_INDEX_READY_ACTIONS. took: 1ms.
kibana             | [2023-08-28T18:34:31.148+00:00][INFO ][savedobjects-service] [.kibana_task_manager] CHECK_VERSION_INDEX_READY_ACTIONS -> DONE. took: 1ms.
kibana             | [2023-08-28T18:34:31.148+00:00][INFO ][savedobjects-service] [.kibana_task_manager] Migration completed after 207ms
kibana             | [2023-08-28T18:34:31.149+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT -> CHECK_TARGET_MAPPINGS. took: 10ms.
kibana             | [2023-08-28T18:34:31.152+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] CHECK_TARGET_MAPPINGS -> CHECK_VERSION_INDEX_READY_ACTIONS. took: 2ms.
kibana             | [2023-08-28T18:34:31.152+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] CHECK_VERSION_INDEX_READY_ACTIONS -> DONE. took: 1ms.
kibana             | [2023-08-28T18:34:31.152+00:00][INFO ][savedobjects-service] [.kibana_alerting_cases] Migration completed after 204ms
kibana             | [2023-08-28T18:34:31.153+00:00][INFO ][savedobjects-service] [.kibana_ingest] OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT -> CHECK_TARGET_MAPPINGS. took: 12ms.
kibana             | [2023-08-28T18:34:31.154+00:00][INFO ][savedobjects-service] [.kibana_ingest] CHECK_TARGET_MAPPINGS -> CHECK_VERSION_INDEX_READY_ACTIONS. took: 1ms.
kibana             | [2023-08-28T18:34:31.154+00:00][INFO ][savedobjects-service] [.kibana_ingest] CHECK_VERSION_INDEX_READY_ACTIONS -> DONE. took: 0ms.
kibana             | [2023-08-28T18:34:31.154+00:00][INFO ][savedobjects-service] [.kibana_ingest] Migration completed after 204ms
kibana             | [2023-08-28T18:34:31.156+00:00][INFO ][savedobjects-service] [.kibana] OUTDATED_DOCUMENTS_SEARCH_READ -> OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT. took: 92ms.
kibana             | [2023-08-28T18:34:31.157+00:00][INFO ][savedobjects-service] [.kibana_analytics] OUTDATED_DOCUMENTS_SEARCH_READ -> OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT. took: 85ms.
kibana             | [2023-08-28T18:34:31.162+00:00][INFO ][savedobjects-service] [.kibana] OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT -> CHECK_TARGET_MAPPINGS. took: 6ms.
kibana             | [2023-08-28T18:34:31.162+00:00][INFO ][savedobjects-service] [.kibana] CHECK_TARGET_MAPPINGS -> CHECK_VERSION_INDEX_READY_ACTIONS. took: 0ms.
kibana             | [2023-08-28T18:34:31.163+00:00][INFO ][savedobjects-service] [.kibana] CHECK_VERSION_INDEX_READY_ACTIONS -> DONE. took: 1ms.
kibana             | [2023-08-28T18:34:31.163+00:00][INFO ][savedobjects-service] [.kibana] Migration completed after 225ms
kibana             | [2023-08-28T18:34:31.164+00:00][INFO ][savedobjects-service] [.kibana_analytics] OUTDATED_DOCUMENTS_SEARCH_CLOSE_PIT -> CHECK_TARGET_MAPPINGS. took: 7ms.
kibana             | [2023-08-28T18:34:31.164+00:00][INFO ][savedobjects-service] [.kibana_analytics] CHECK_TARGET_MAPPINGS -> CHECK_VERSION_INDEX_READY_ACTIONS. took: 0ms.
kibana             | [2023-08-28T18:34:31.165+00:00][INFO ][savedobjects-service] [.kibana_analytics] CHECK_VERSION_INDEX_READY_ACTIONS -> DONE. took: 1ms.
kibana             | [2023-08-28T18:34:31.165+00:00][INFO ][savedobjects-service] [.kibana_analytics] Migration completed after 222ms
kibana             | [2023-08-28T18:34:31.171+00:00][INFO ][plugins-system.preboot] Stopping all plugins.
kibana             | [2023-08-28T18:34:31.172+00:00][INFO ][plugins-system.standard] Starting [137] plugins: [usageCollection,telemetryCollectionManager,telemetryCollectionXpack,taskManager,kibanaUsageCollection,cloud,translations,share,screenshotMode,newsfeed,savedObjectsFinder,monitoringCollection,licensing,mapsEms,globalSearch,globalSearchProviders,features,guidedOnboarding,banners,licenseApiGuard,customBranding,ftrApis,fieldFormats,expressions,screenshotting,charts,esUiShared,customIntegrations,contentManagement,dataViews,home,searchprofiler,painlessLab,management,cloudDataMigration,advancedSettings,spaces,security,telemetry,licenseManagement,snapshotRestore,lists,files,encryptedSavedObjects,eventLog,actions,notifications,grokdebugger,console,bfetch,data,watcher,savedSearch,savedObjectsTagging,savedObjectsManagement,unifiedSearch,graph,embeddable,uiActionsEnhanced,presentationUtil,expressionShape,expressionRevealImage,expressionRepeatImage,expressionMetric,expressionImage,controls,fileUpload,ingestPipelines,ecsDataQualityDashboard,dataViewFieldEditor,visualizations,visTypeXy,visTypeVislib,visTypeVega,visTypeTimeseries,visTypeTimelion,visTypeTagcloud,visTypeTable,visTypeMetric,visTypeMarkdown,visTypeHeatmap,inputControlVis,expressionTagcloud,expressionPartitionVis,visTypePie,expressionMetricVis,expressionLegacyMetricVis,expressionHeatmap,expressionGauge,visTypeGauge,eventAnnotation,expressionXY,dashboard,lens,maps,aiops,dashboardEnhanced,dataViewManagement,alerting,triggersActionsUi,transform,stackConnectors,stackAlerts,ruleRegistry,cases,timelines,sessionView,kubernetesSecurity,threatIntelligence,discover,reporting,reportingExportTypes,canvas,fleet,osquery,indexManagement,rollup,remoteClusters,crossClusterReplication,indexLifecycleManagement,cloudSecurityPosture,cloudDefend,observability,observabilityOnboarding,discoverEnhanced,dataVisualizer,ml,synthetics,securitySolution,essSecurity,infra,upgradeAssistant,monitoring,logstash,enterpriseSearch,apm,assetManager]
telemetry-setup-1  | Setting kibana_system password
kibana             | [2023-08-28T18:34:31.627+00:00][INFO ][plugins.fleet] Task Fleet-Usage-Sender-1.1.0 scheduled with interval 1h
kibana             | [2023-08-28T18:34:31.652+00:00][INFO ][plugins.monitoring.monitoring] config sourced from: production cluster
kibana             | [2023-08-28T18:34:31.696+00:00][INFO ][plugins.alerting] Installing ILM policy .alerts-ilm-policy
kibana             | [2023-08-28T18:34:31.698+00:00][INFO ][plugins.alerting] Installing component template .alerts-framework-mappings
kibana             | [2023-08-28T18:34:31.700+00:00][INFO ][plugins.alerting] Installing component template .alerts-legacy-alert-mappings
kibana             | [2023-08-28T18:34:31.717+00:00][INFO ][plugins.alerting] Installing component template .alerts-ecs-mappings
kibana             | [2023-08-28T18:34:31.727+00:00][INFO ][plugins.ruleRegistry] Installing component template .alerts-technical-mappings
telemetry-setup-1  | All done!
telemetry-setup-1 exited with code 0
kibana             | [2023-08-28T18:34:33.340+00:00][INFO ][http.server.Kibana] http server running at http://0.0.0.0:5601
kibana             | [2023-08-28T18:34:33.358+00:00][INFO ][plugins.fleet] Task Fleet-Usage-Logger-Task scheduled with interval 15m
kibana             | [2023-08-28T18:34:33.378+00:00][INFO ][plugins.telemetry] Telemetry collection is enabled. For more information on telemetry settings, refer to https://www.elastic.co/guide/en/kibana/8.9/telemetry-settings-kbn.html.
kibana             | [2023-08-28T18:34:33.427+00:00][INFO ][plugins.security.audit.ecs] User has accessed ingest-package-policies [id=def6dd5e-e682-4517-8103-69da0aafe14f]
kibana             | [2023-08-28T18:34:33.436+00:00][INFO ][plugins.ruleRegistry] Installing ILM policy .preview.alerts-security.alerts-policy
kibana             | [2023-08-28T18:34:33.463+00:00][INFO ][status] Kibana is now degraded
kibana             | [2023-08-28T18:34:33.520+00:00][INFO ][plugins.monitoring.monitoring.kibana-monitoring] Starting monitoring stats collection
kibana             | [2023-08-28T18:34:33.521+00:00][INFO ][plugins.fleet] Beginning fleet setup
kibana             | [2023-08-28T18:34:33.527+00:00][INFO ][plugins.ruleRegistry] Installing component template .preview.alerts-security.alerts-mappings
kibana             | [2023-08-28T18:34:33.542+00:00][INFO ][plugins.alerting] Installing component template .alerts-observability.slo.alerts-mappings
kibana             | [2023-08-28T18:34:33.544+00:00][INFO ][plugins.alerting] Installing component template .alerts-observability.uptime.alerts-mappings
kibana             | [2023-08-28T18:34:33.549+00:00][INFO ][plugins.alerting] Installing component template .alerts-security.alerts-mappings
kibana             | [2023-08-28T18:34:33.551+00:00][INFO ][plugins.alerting] Installing component template .alerts-observability.logs.alerts-mappings
kibana             | [2023-08-28T18:34:33.552+00:00][INFO ][plugins.alerting] Installing component template .alerts-observability.metrics.alerts-mappings
kibana             | [2023-08-28T18:34:33.553+00:00][INFO ][plugins.alerting] Installing component template .alerts-observability.apm.alerts-mappings
kibana             | [2023-08-28T18:34:33.571+00:00][INFO ][plugins.alerting] Installing index template .alerts-observability.slo.alerts-default-index-template
kibana             | [2023-08-28T18:34:33.587+00:00][INFO ][plugins.alerting] Installing index template .alerts-observability.apm.alerts-default-index-template
kibana             | [2023-08-28T18:34:33.589+00:00][INFO ][plugins.alerting] Installing index template .alerts-observability.metrics.alerts-default-index-template
kibana             | [2023-08-28T18:34:33.592+00:00][INFO ][plugins.alerting] Installing index template .alerts-security.alerts-default-index-template
kibana             | [2023-08-28T18:34:33.594+00:00][INFO ][plugins.alerting] Installing index template .alerts-observability.logs.alerts-default-index-template
kibana             | [2023-08-28T18:34:33.595+00:00][INFO ][plugins.alerting] Installing index template .alerts-observability.uptime.alerts-default-index-template
kibana             | [2023-08-28T18:34:33.633+00:00][INFO ][plugins.alerting] Creating concrete write index - .internal.alerts-observability.slo.alerts-default-000001
kibana             | [2023-08-28T18:34:33.734+00:00][INFO ][plugins.alerting] Creating concrete write index - .internal.alerts-observability.uptime.alerts-default-000001
kibana             | [2023-08-28T18:34:33.741+00:00][INFO ][plugins.alerting] Creating concrete write index - .internal.alerts-observability.apm.alerts-default-000001
kibana             | [2023-08-28T18:34:33.770+00:00][INFO ][plugins.alerting] Creating concrete write index - .internal.alerts-observability.metrics.alerts-default-000001
kibana             | [2023-08-28T18:34:33.847+00:00][INFO ][plugins.alerting] Creating concrete write index - .internal.alerts-security.alerts-default-000001
kibana             | [2023-08-28T18:34:33.855+00:00][INFO ][plugins.alerting] Creating concrete write index - .internal.alerts-observability.logs.alerts-default-000001
kibana             | [2023-08-28T18:34:33.876+00:00][INFO ][plugins.ml] Task ML:saved-objects-sync-task: scheduled with interval 1h
kibana             | [2023-08-28T18:34:34.164+00:00][WARN ][plugins.fleet] xpack.encryptedSavedObjects.encryptionKey is not configured, private key passphrase is being stored in plain text
kibana             | [2023-08-28T18:34:34.178+00:00][WARN ][plugins.fleet] xpack.encryptedSavedObjects.encryptionKey is not configured, agent uninstall tokens are being stored in plain text
kibana             | [2023-08-28T18:34:34.219+00:00][INFO ][plugins.fleet] Fleet setup completed
kibana             | [2023-08-28T18:34:34.221+00:00][INFO ][plugins.securitySolution] Dependent plugin setup complete - Starting ManifestTask
kibana             | [2023-08-28T18:34:34.378+00:00][INFO ][plugins.synthetics] Installed synthetics index templates
kibana             | [2023-08-28T18:34:34.629+00:00][INFO ][plugins.screenshotting.chromium] Browser executable: /usr/share/kibana/node_modules/@kbn/screenshotting-plugin/chromium/headless_shell-linux_x64/headless_shell
kibana             | [2023-08-28T18:34:37.313+00:00][INFO ][status] Kibana is now available (was degraded)
kibana             | [2023-08-28T18:34:37.327+00:00][INFO ][plugins.ml] Task ML:saved-objects-sync-task: No ML saved objects in need of synchronization
kibana             | [2023-08-28T18:35:31.587+00:00][INFO ][plugins.security.routes] Logging in with provider "basic" (basic)
kibana             | [2023-08-28T18:36:40.370+00:00][INFO ][plugins.fleet] Fleet Usage: {"agents_enabled":true,"agents":{"total_enrolled":0,"healthy":0,"unhealthy":0,"offline":0,"inactive":0,"unenrolled":0,"total_all_statuses":0,"updating":0},"fleet_server":{"total_enrolled":0,"healthy":0,"unhealthy":0,"offline":0,"updating":0,"total_all_statuses":0,"num_host_urls":1}}
logstash           | [2023-08-28T18:38:59,654][ERROR][logstash.agent           ] Failed to execute action {:id=>:General, :action_type=>LogStash::ConvergeResult::FailedAction, :message=>"Expected one of [ \\t\\r\\n], \"#\", \"}\" at line 14, column 37 (byte 300) after output {\r\n  # stdout { codec => json }\r\n  stdout { codec => rubydebug }\r\n  elasticsearch {\r\n    hosts=> [\"https://elasticsearch:9200\"]   \r\n    user=> \"${ELASTIC_USER}\"\r\n    password=> \"${ELASTIC_PASSWORD}\"\r\n    ssl_certificate_authorities=> []", :backtrace=>["/usr/share/logstash/logstash-core/lib/logstash/compiler.rb:32:in `compile_imperative'", "org/logstash/execution/AbstractPipelineExt.java:239:in `initialize'", "org/logstash/execution/AbstractPipelineExt.java:173:in `initialize'", "org/jruby/RubyClass.java:911:in `new'", "/usr/share/logstash/logstash-core/lib/logstash/pipeline_action/reload.rb:51:in `execute'", "/usr/share/logstash/logstash-core/lib/logstash/agent.rb:386:in `block in converge_state'"]}
logstash           | [2023-08-28T18:39:02,735][INFO ][logstash.pipelineaction.reload] Reloading pipeline {"pipeline.id"=>:General}
logstash           | [2023-08-28T18:39:09,302][INFO ][logstash.javapipeline    ][General] Pipeline terminated {"pipeline.id"=>"General"}
logstash           | [2023-08-28T18:39:09,896][INFO ][logstash.javapipeline    ] Pipeline `General` is configured with `pipeline.ecs_compatibility: v8` setting. All plugins in this pipeline will default to `ecs_compatibility => v8` unless explicitly configured otherwise.
logstash           | [2023-08-28T18:39:09,899][INFO ][logstash.outputs.elasticsearch][General] New Elasticsearch output {:class=>"LogStash::Outputs::ElasticSearch", :hosts=>["https://elasticsearch:9200"]}
logstash           | [2023-08-28T18:39:09,908][INFO ][logstash.outputs.elasticsearch][General] Elasticsearch pool URLs updated {:changes=>{:removed=>[], :added=>[https://elastic:xxxxxx@elasticsearch:9200/]}}
logstash           | [2023-08-28T18:39:09,947][WARN ][logstash.outputs.elasticsearch][General] Restored connection to ES instance {:url=>"https://elastic:xxxxxx@elasticsearch:9200/"}
logstash           | [2023-08-28T18:39:09,957][INFO ][logstash.outputs.elasticsearch][General] Elasticsearch version determined (8.9.1) {:es_version=>8}
logstash           | [2023-08-28T18:39:09,957][WARN ][logstash.outputs.elasticsearch][General] Detected a 6.x and above cluster: the `type` event field won't be used to determine the document _type {:es_version=>8}
logstash           | [2023-08-28T18:39:09,965][INFO ][logstash.outputs.elasticsearch][General] Data streams auto configuration (`data_stream => auto` or unset) resolved to `true`
